City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
473,Kandara,IN,25.72,73.28,84.09,14,0,2.24,clear sky
474,Atambua,ID,-9.11,124.89,88.5,47,82,1.97,broken clouds
475,Koroni,GR,36.8,21.95,61.0,93,20,4.07,few clouds
476,Mut,TR,36.64,33.44,54.18,56,11,4.68,few clouds
477,Zhicheng,CN,30.3,111.5,72.3,30,18,5.64,few clouds
478,Kirakira,SB,-10.45,161.92,80.67,80,100,6.46,light rain
479,Pangnirtung,CA,66.15,-65.71,7.3,83,44,5.88,scattered clouds
480,Brae,GB,60.4,-1.35,50.0,81,40,31.09,scattered clouds
481,Lupiro,TZ,-8.38,36.67,75.63,73,68,5.44,broken clouds
482,Jingdezhen,CN,29.29,117.21,68.92,66,72,5.68,broken clouds
483,Vaitape,PF,-16.52,-151.75,81.27,78,18,19.73,light rain
484,Magadan,RU,59.57,150.8,31.28,95,100,12.39,overcast clouds
485,Eureka,US,40.8,-124.16,48.2,93,1,3.36,clear sky
486,Lima,PE,-12.04,-77.03,62.6,82,90,12.75,overcast clouds
487,Dauphin,CA,51.15,-100.05,44.6,48,1,14.99,clear sky
488,Pavilosta,LV,56.89,21.19,46.4,93,100,9.17,overcast clouds
489,Akdagmadeni,TR,39.66,35.88,42.15,73,41,2.28,scattered clouds
490,Chiang Rai,TH,19.92,99.92,89.01,78,20,4.7,few clouds
491,Louth,GB,53.37,0.0,62.6,88,95,27.51,overcast clouds
492,Bjornevatn,NO,69.67,29.98,39.2,86,90,23.04,overcast clouds
493,Sola,VU,-13.88,167.55,81.19,84,47,17.34,light rain
494,Sompeta,IN,18.93,84.6,86.09,63,7,6.4,clear sky
495,Tromso,NO,69.65,18.96,48.2,61,75,39.15,broken clouds
496,Veraval,IN,20.9,70.37,86.65,38,0,11.32,clear sky
497,Berlevag,NO,70.86,29.09,41.0,80,0,39.15,clear sky
498,Ondjiva,AO,-17.07,15.73,76.46,33,42,3.09,scattered clouds
499,Kavaratti,IN,10.57,72.64,84.2,79,40,4.7,scattered clouds
500,Muli,MV,2.92,73.57,83.1,71,75,7.49,broken clouds
501,Istria,RO,44.57,28.72,41.0,100,90,8.05,fog
502,Rio Gallegos,AR,-51.62,-69.22,46.4,81,0,8.05,clear sky
503,Whitehorse,CA,60.72,-135.05,3.99,77,90,13.87,light snow
504,Rio Claro,BR,-22.41,-47.56,54.21,78,1,6.87,clear sky
505,Mehamn,NO,71.04,27.85,41.0,80,0,39.15,clear sky
506,Yumen,CN,40.28,97.2,51.33,39,0,4.97,clear sky
507,Coos Bay,US,43.37,-124.22,46.99,100,1,5.82,clear sky
508,Praia,CV,14.92,-23.51,75.2,88,20,4.7,few clouds
509,Purpe,RU,64.48,76.69,23.56,97,68,17.81,broken clouds
510,Baikunthpur,IN,23.25,82.55,80.44,29,0,5.41,clear sky
511,Champerico,GT,14.3,-91.92,69.01,95,46,3.4,light rain
512,Zambezi,ZM,-13.54,23.1,67.75,39,17,1.72,few clouds
513,Santiago,CL,-33.46,-70.65,61.0,76,0,6.93,clear sky
514,Kemise,ET,10.72,39.87,67.23,53,1,2.17,clear sky
515,Ust-Tsilma,RU,65.44,52.15,31.64,96,97,7.94,overcast clouds
516,Sur,OM,22.57,59.53,81.07,22,0,3.0,clear sky
517,Marawi,PH,8.0,124.29,84.0,74,96,15.01,overcast clouds
518,Ostersund,SE,63.18,14.64,45.0,93,100,20.8,overcast clouds
519,Yabrud,SY,33.97,36.66,59.0,82,75,5.82,broken clouds
520,Wanaka,NZ,-44.7,169.15,58.59,53,100,4.72,overcast clouds
521,Listvyanka,RU,51.85,104.87,30.2,74,0,8.95,clear sky
522,Preston,GB,53.77,-2.72,52.0,88,92,12.1,light rain
523,Tahoua,NE,14.89,5.27,73.9,23,0,14.43,clear sky
524,Tocopilla,CL,-22.09,-70.2,60.15,60,2,1.92,clear sky
525,Dubbo,AU,-32.25,148.62,78.8,31,27,9.17,scattered clouds
526,Katherine,AU,-14.47,132.27,104.0,8,62,17.22,broken clouds
527,Ankang,CN,32.68,109.02,68.36,30,7,0.31,light rain
528,Fukue,JP,32.69,128.84,62.6,93,75,8.05,broken clouds
529,Imbituba,BR,-28.24,-48.67,62.6,88,75,5.82,broken clouds
530,Shieli,KZ,44.17,66.75,57.9,32,1,3.18,clear sky
531,Magway,MM,20.15,94.92,87.8,64,19,6.24,few clouds
532,Tual,ID,-5.67,132.75,83.52,74,68,11.77,broken clouds
533,Kiama,AU,-34.68,150.87,72.0,70,68,1.99,broken clouds
534,Ca Mau,VN,9.18,105.15,84.76,76,100,6.6,overcast clouds
535,Sisimiut,GL,66.94,-53.67,26.67,88,98,7.94,light snow
536,Cockburn Town,TC,21.46,-71.14,81.99,78,100,17.67,overcast clouds
537,Tulun,RU,54.56,100.58,27.7,83,63,8.39,broken clouds
538,Olinda,BR,-8.01,-34.86,80.6,69,40,6.93,scattered clouds
539,Tadine,NC,-21.55,167.88,77.68,73,82,11.21,broken clouds
540,Gifhorn,DE,52.48,10.55,62.6,82,100,10.29,overcast clouds
541,Tazovskiy,RU,67.47,78.7,18.82,97,98,14.34,overcast clouds
542,Nha Trang,VN,12.25,109.18,89.6,55,40,17.22,scattered clouds
543,Micheweni,TZ,-4.97,39.83,80.08,72,10,6.49,clear sky
544,Gopalpur,IN,19.27,84.92,85.35,64,52,6.51,broken clouds
545,Gat,IL,31.61,34.76,69.01,80,89,5.41,overcast clouds
546,Vikhorevka,RU,56.12,101.16,24.8,79,75,11.18,broken clouds
547,Leh,IN,34.17,77.58,35.37,60,0,1.63,clear sky
548,Vila Velha,BR,-20.33,-40.29,68.0,77,75,17.22,broken clouds
549,Montepuez,MZ,-13.13,39.0,75.4,60,0,3.76,clear sky
550,Scarborough,GB,54.28,-0.4,61.0,82,85,5.01,overcast clouds
551,Pampa,US,35.54,-100.96,50.0,57,1,14.99,clear sky
552,Imuris,MX,30.78,-110.87,68.68,30,11,10.36,few clouds
553,Tarauaca,BR,-8.16,-70.77,71.08,80,34,0.31,scattered clouds
554,Wanning,CN,18.8,110.4,79.84,69,66,15.14,broken clouds
555,Noyabrsk,RU,63.2,75.45,23.34,97,45,13.98,scattered clouds
556,Mlalo,TZ,-4.93,38.93,77.67,76,17,2.93,few clouds
557,Devils Lake,US,48.11,-98.87,37.4,64,1,16.11,clear sky
558,Boa Vista,BR,2.82,-60.67,75.2,83,75,4.7,broken clouds
559,Coquimbo,CL,-29.95,-71.34,55.4,82,90,2.24,overcast clouds
560,Soyo,AO,-6.13,12.37,77.45,86,100,3.02,overcast clouds
561,Cocentaina,ES,38.74,-0.44,57.0,72,0,4.56,clear sky
562,Santa Rosa,PH,14.31,121.11,88.0,66,75,6.93,broken clouds
563,Rockport,US,28.02,-97.05,66.0,72,1,5.82,clear sky
564,Vila Franca Do Campo,PT,37.72,-25.43,62.6,82,20,16.11,few clouds
565,Barstow,US,34.9,-117.02,66.2,14,1,2.71,clear sky
566,Umm Kaddadah,SD,13.6,26.69,76.96,27,22,23.64,few clouds
567,Koltubanovskiy,RU,52.94,52.03,39.72,75,13,6.76,few clouds
568,Dori,BF,14.04,-0.03,76.55,19,0,9.71,clear sky
569,Ginda,IN,30.69,78.49,69.8,64,20,3.36,haze
570,Anqiu,CN,36.43,119.19,62.85,30,0,14.41,clear sky
571,Bathsheba,BB,13.22,-59.52,82.4,78,40,23.04,scattered clouds
572,Xinzhi,CN,36.5,111.7,57.67,30,0,10.2,clear sky
573,Axim,GH,4.87,-2.24,77.07,89,15,6.13,light rain
574,Yinchuan,CN,38.47,106.27,49.23,39,0,2.46,clear sky
575,Constancia,MX,24.22,-107.19,75.0,75,38,7.83,scattered clouds
576,Candolim,IN,15.52,73.76,82.4,83,20,5.82,light rain
577,Lapua,FI,62.97,23.01,46.99,87,100,7.0,overcast clouds
578,Constantine,DZ,36.37,6.61,46.4,87,0,2.75,clear sky
579,Estelle,US,29.85,-90.11,63.0,55,1,10.29,clear sky
580,Byron Bay,AU,-28.65,153.62,73.99,60,90,19.46,overcast clouds
581,Koutsouras,GR,35.03,25.95,64.99,50,9,10.0,clear sky
582,Tuscaloosa,US,33.21,-87.57,53.6,56,1,11.41,clear sky
583,Marfino,RU,55.7,37.38,41.0,100,90,8.95,mist
584,Matagami,CA,49.75,-77.63,23.0,92,100,18.01,overcast clouds
585,Tarime,TZ,-1.35,34.37,69.44,60,54,12.8,broken clouds
586,Aksu,CN,41.12,80.26,51.85,39,1,1.32,clear sky
587,Saint-Avold,FR,49.1,6.7,64.0,87,100,1.99,overcast clouds
588,Newala,TZ,-10.94,39.28,71.85,74,10,5.26,clear sky
589,Biltine,TD,14.53,20.92,80.15,25,56,20.65,broken clouds
590,Sakakah,SA,29.97,40.21,66.2,45,40,5.82,dust
591,Puerto Baquerizo Moreno,EC,-0.9,-89.6,68.58,90,100,9.86,overcast clouds
592,Qui Nhon,VN,13.77,109.23,79.43,75,78,20.31,light rain
593,Riyadh,SA,24.69,46.72,60.8,48,0,7.02,clear sky
594,Lagoa,PT,39.05,-27.98,61.92,67,16,16.69,few clouds
595,Mount Pleasant,US,32.79,-79.86,62.01,77,1,10.29,clear sky
596,Puerto Escondido,MX,15.85,-97.07,78.8,74,5,5.82,clear sky
597,San Policarpo,PH,12.18,125.51,83.35,80,97,6.4,overcast clouds
598,Taoudenni,ML,22.68,-3.98,73.4,21,100,12.55,overcast clouds
599,Villa Carlos Paz,AR,-31.42,-64.5,62.01,55,0,4.05,clear sky
600,Jalpan,MX,21.23,-99.48,58.39,78,27,2.04,scattered clouds
601,Svetlogorsk,BY,52.63,29.73,42.22,88,97,5.41,overcast clouds
602,Atasu,KZ,48.68,71.64,42.08,57,98,5.59,overcast clouds
603,Sucua,EC,-2.47,-78.17,67.48,78,87,2.66,overcast clouds
604,Mwinilunga,ZM,-11.74,24.43,66.38,51,33,3.22,scattered clouds
605,Bontang,ID,0.13,117.5,82.09,72,100,7.61,moderate rain
606,Buenos Aires,AR,-34.61,-58.38,66.2,45,0,10.29,clear sky
607,Thunder Bay,CA,48.4,-89.32,26.6,53,90,6.93,overcast clouds
608,Chiriguana,CO,9.36,-73.6,73.58,87,95,1.72,light rain
609,Kikwit,CD,-5.04,18.82,70.32,98,100,3.31,light rain
610,Komsomolskiy,UZ,40.43,71.72,53.6,22,40,4.7,scattered clouds
611,Sindou,BF,10.67,-5.17,71.44,46,0,0.81,clear sky
612,Huambo,AO,-12.78,15.74,63.19,79,80,1.68,broken clouds
613,Batsfjord,NO,70.63,29.72,42.8,81,75,6.93,broken clouds
614,Ugoofaaru,MV,5.67,73.0,82.98,69,41,7.18,scattered clouds
615,Coronel Bogado,PY,-27.18,-56.3,60.3,72,0,5.93,clear sky
616,Jackson,US,42.42,-122.83,59.0,38,1,1.83,clear sky
617,Segezha,RU,63.74,34.32,33.03,94,87,14.79,overcast clouds
618,Umm Lajj,SA,25.02,37.27,81.03,53,15,2.48,few clouds
619,Goure,NE,13.98,10.27,75.99,27,25,10.0,scattered clouds
620,Banjar,ID,-8.19,114.97,87.73,59,73,2.26,light rain
621,Sept-Iles,CA,50.2,-66.38,39.2,86,100,4.7,light rain
622,Nioro,GM,13.35,-15.75,74.98,62,6,3.74,clear sky
623,Svetlaya,RU,46.54,138.33,47.23,54,17,7.09,few clouds
624,Ibra,OM,22.69,58.53,80.01,15,0,1.66,clear sky
625,Khovu-Aksy,RU,51.13,93.6,29.5,90,100,2.86,overcast clouds
626,Baker City,US,44.77,-117.83,37.4,59,1,3.62,clear sky
627,Sorong,ID,-0.88,131.25,83.14,79,100,7.02,moderate rain
628,Waddan,LY,29.16,16.14,54.97,90,6,1.7,clear sky
629,Manturovo,RU,58.34,44.76,28.67,97,19,4.03,few clouds
630,Tha Rua,TH,14.56,100.72,86.0,68,66,4.0,broken clouds
631,Bay-Khaak,RU,51.17,94.5,30.79,87,91,1.19,overcast clouds
632,Kaeo,NZ,-35.1,173.78,71.01,80,99,8.99,overcast clouds
633,Conakry,GN,9.54,-13.68,80.82,81,2,7.27,clear sky
634,Salinopolis,BR,-0.61,-47.36,78.67,85,65,8.68,broken clouds
635,Mandurah,AU,-32.55,115.7,70.0,60,40,12.75,light rain
636,Praia Da Vitoria,PT,38.73,-27.07,62.6,82,75,16.24,broken clouds
637,Mochudi,BW,-24.42,26.15,59.0,100,0,4.7,clear sky
638,Cordoba,AR,-31.41,-64.18,62.01,50,0,8.05,clear sky
639,Touho,NC,-20.78,165.23,77.61,78,99,12.08,overcast clouds
640,Vanino,RU,49.09,140.25,46.85,55,99,4.68,overcast clouds
641,Paamiut,GL,61.99,-49.67,26.37,92,47,4.83,scattered clouds
642,Bac Lieu,VN,9.29,105.72,83.86,77,99,11.5,moderate rain
643,Elizabeth City,US,36.29,-76.25,57.2,82,1,17.22,clear sky
644,Minsk,BY,53.9,27.57,41.0,93,75,4.47,broken clouds
645,Tautira,PF,-17.73,-149.15,82.4,69,40,2.24,shower rain
646,Launceston,AU,-41.45,147.17,69.01,60,43,19.46,scattered clouds
647,Foumban,CM,5.73,10.9,62.78,100,100,1.5,light rain
648,Lerwick,GB,60.15,-1.15,50.0,81,33,32.21,scattered clouds
649,Phibun Mangsahan,TH,15.24,105.23,86.0,62,0,14.99,clear sky
650,Cherskiy,RU,68.75,161.3,0.18,91,93,5.35,overcast clouds
651,Kismayo,SO,-0.36,42.55,82.06,71,36,11.74,light rain
652,Saint-Augustin,CA,51.23,-58.65,39.81,86,100,14.43,overcast clouds
653,Nanjing,CN,32.06,118.78,71.6,49,75,4.47,haze
654,Yangambi,CD,0.81,24.43,70.83,98,90,0.96,overcast clouds
655,Marshfield,US,44.67,-90.17,25.0,62,1,5.82,clear sky
656,Havelock,US,34.88,-76.9,57.99,93,1,12.75,clear sky
657,Talara,PE,-4.58,-81.27,62.82,88,99,14.88,overcast clouds
658,Sabang,ID,5.89,95.32,82.13,77,100,9.93,overcast clouds
659,Caxito,AO,-8.58,13.66,77.0,88,75,5.82,broken clouds
660,Punta Alta,AR,-38.88,-62.07,60.03,62,5,12.3,clear sky
661,Beloha,MG,-25.17,45.05,75.96,59,2,15.5,clear sky
662,Villaviciosa,ES,43.48,-5.44,64.0,75,41,5.37,scattered clouds
663,Bourail,NC,-21.57,165.48,79.9,60,100,5.41,overcast clouds
664,Santa Rosalia,MX,27.32,-112.28,74.41,45,0,5.12,clear sky
665,Itoigawa,JP,37.03,137.85,59.0,87,100,7.7,light rain
666,Bongandanga,CD,1.5,21.05,70.07,96,91,0.29,overcast clouds
667,Ola,RU,59.58,151.28,32.5,92,100,10.29,overcast clouds
668,Santa Cruz,BO,-17.8,-63.17,68.68,35,27,7.11,scattered clouds
669,Wajima,JP,37.4,136.9,57.2,100,75,9.17,light intensity shower rain
670,Alyangula,AU,-13.85,136.42,100.4,17,80,10.29,broken clouds
671,Abu Dhabi,AE,24.47,54.37,75.2,83,0,5.82,haze
672,Kodarma,IN,24.47,85.6,80.76,43,17,7.92,few clouds
673,Dataganj,IN,28.03,79.4,78.62,19,0,5.41,clear sky
674,Saint-Ambroise,CA,48.55,-71.33,39.2,80,100,3.8,moderate rain
675,Yenagoa,NG,4.92,6.26,74.95,95,96,0.47,overcast clouds
676,Pontianak,ID,-0.03,109.33,85.84,70,100,6.67,overcast clouds
677,Tsabong,BW,-26.02,22.4,71.06,66,0,17.11,clear sky
678,Mulki,IN,13.1,74.8,78.8,83,90,4.7,mist
679,Marsh Harbour,BS,26.54,-77.06,79.88,81,33,6.87,scattered clouds
680,Ewo,CG,-0.87,14.82,71.8,93,100,1.3,moderate rain
681,Ippy,CF,6.27,21.22,69.87,86,94,3.06,overcast clouds
682,Vanimo,PG,-2.67,141.3,87.26,60,39,6.89,moderate rain
683,Mata,PT,40.68,-7.46,59.0,95,88,4.65,overcast clouds
684,Tarko-Sale,RU,64.92,77.78,27.09,97,93,19.33,overcast clouds
685,Portland,US,45.52,-122.68,55.99,70,1,2.51,clear sky
686,Belogorsk,RU,50.92,128.46,28.18,96,100,7.63,overcast clouds
687,Crotone,IT,39.09,17.12,62.87,71,80,2.66,broken clouds
688,Opuwo,NA,-18.06,13.84,67.5,26,1,1.88,clear sky
689,Lorengau,PG,-2.02,147.27,85.5,68,29,1.72,light rain
690,Sudak,UA,44.85,34.97,54.14,73,74,4.27,broken clouds
691,Sadiqabad,PK,28.31,70.13,88.52,11,0,10.6,clear sky
692,Tukrah,LY,32.53,20.58,69.22,62,81,10.11,broken clouds
693,Santiago De Cao,PE,-7.96,-79.24,60.8,87,97,9.78,overcast clouds
694,Manokwari,ID,-0.87,134.08,81.45,76,100,1.72,heavy intensity rain
695,Chapleau,CA,47.84,-83.4,17.19,92,98,8.77,overcast clouds
696,Hualmay,PE,-11.1,-77.61,59.95,89,22,7.07,few clouds
697,Motril,ES,36.75,-3.52,61.0,59,0,1.01,clear sky
698,Bantou,CN,26.22,117.49,67.46,70,83,3.44,broken clouds
699,Barpali,IN,21.2,83.58,83.68,59,0,4.56,clear sky
700,Ankazoabo,MG,-22.28,44.52,80.92,46,0,6.4,clear sky
701,Dongsheng,CN,39.82,109.98,38.34,58,0,12.19,clear sky
702,Gebre Guracha,ET,9.8,38.4,54.7,67,1,3.18,clear sky
703,Ono,JP,34.85,134.93,62.6,93,75,12.75,light intensity shower rain
704,Touros,BR,-5.2,-35.46,78.8,83,40,9.17,scattered clouds
705,Tagusao,PH,9.19,117.81,84.42,74,99,16.55,light rain
706,Egvekinot,RU,66.32,-179.17,11.43,85,61,2.28,broken clouds
707,Norman Wells,CA,65.28,-126.83,1.4,84,75,2.24,light snow
708,Hofn,IS,64.25,-15.21,35.47,76,0,13.6,clear sky
709,Outlook,CA,51.5,-107.05,46.4,60,76,8.05,broken clouds
710,Dossor,KZ,47.53,52.98,53.83,41,0,15.93,clear sky
711,Sawtell,AU,-30.38,153.1,69.8,73,75,23.04,broken clouds
